,date,close,volume,change,changePercent,changeOverTime,sym,norm_close
47,2021-02-25,120.99,148199540,-4.359999999999999,-0.034800000000000005,-0.053360456928252004,AAPL,0.9292745682868445
48,2021-02-26,121.26,164560394,0.27000000000001,0.0022,-0.051247946170096,AAPL,0.931348327551556
49,2021-03-01,127.79,116307892,6.530000000000001,0.0539,-0.00015648227838100002,AAPL,0.9815025793980979
50,2021-03-02,125.12,102260945,-2.670000000000001,-0.020900000000000002,-0.021046866442375002,AAPL,0.9609954044470617
51,2021-03-03,122.06,112966340,-3.060000000000002,-0.0245,-0.044988655034817006,AAPL,0.9374927994469976
52,2021-03-04,120.13,178154975,-1.930000000000006,-0.0158,-0.060089194898677006,AAPL,0.9226692609992447
53,2021-03-05,121.42,153766601,1.290000000000006,0.010700000000000001,-0.04999608794304,AAPL,0.9325772219306444
54,2021-03-08,116.36,154376610,-5.060000000000002,-0.0417,-0.089586104373679,AAPL,0.8937134371919764
55,2021-03-09,121.085,129525780,4.724999999999994,0.040600000000000004,-0.052617166105938,AAPL,0.9300042243244281
56,2021-03-10,119.98,111943326,-1.104999999999989,-0.0091,-0.06126281198654201,AAPL,0.9215171725188496
57,2021-03-11,121.96,103026514,1.979999999999989,0.0165,-0.045771066426727,AAPL,0.9367247404600674
58,2021-03-12,121.03,88105050,-0.929999999999992,-0.0076,-0.053047492371488,AAPL,0.9295817918816166
59,2021-03-15,123.99,92590555,2.959999999999993,0.0245,-0.029888115170956003,AAPL,0.9523163378947503
0,2020-12-17,176.65,2327857,0.0,0.0,0.0,MMM,1.0034318714349957
1,2020-12-18,176.42,4682043,-0.23000000000001802,-0.0013000000000000002,-0.001302009623549,MMM,1.002125393481811
2,2020-12-21,175.66,1704598,-0.75999999999999,-0.0043,-0.005604302292669,MMM,0.9978083358973753
3,2020-12-22,174.78,1381319,-0.8799999999999951,-0.005,-0.010585904330597001,MMM,0.9928096376417127
4,2020-12-23,173.99,1762603,-0.789999999999992,-0.0045000000000000005,-0.015058024341919002,MMM,0.9883221698894702
5,2020-12-24,174.52,656184,0.530000000000001,0.003,-0.012057741296348,MMM,0.9913327495207216
6,2020-12-28,174.71,1403291,0.189999999999997,0.0011,-0.010982168129068002,MMM,0.9924120139168305
7,2020-12-29,173.85,1219160,-0.8600000000000131,-0.0049,-0.015850551938862003,MMM,0.9875269224397056
8,2020-12-30,174.11,1419086,0.260000000000019,0.0015,-0.014378714973110001,MMM,0.989003810560697
9,2020-12-31,174.79,1841338,0.6799999999999781,0.0039000000000000003,-0.010529295216529,MMM,0.9928664410309815
10,2021-01-04,171.87,2996278,-2.919999999999987,-0.0167,-0.027059156524200004,MMM,0.9762798513644648
11,2021-01-05,171.58,2295297,-0.28999999999999204,-0.0017000000000000001,-0.028700820832153,MMM,0.974632553075667
12,2021-01-06,174.19,3346410,2.609999999999985,0.0152,-0.013925842060571,MMM,0.989458237674848
13,2021-01-07,169.72,5863373,-4.469999999999999,-0.0257,-0.039230116048683004,MMM,0.9640671226716528
14,2021-01-08,166.62,4808130,-3.099999999999994,-0.0183,-0.056778941409566006,MMM,0.946458071998296
15,2021-01-11,165.2,2737062,-1.420000000000016,-0.0085,-0.064817435607132,MMM,0.9383919907221131
16,2021-01-12,166.51,2949382,1.310000000000002,0.0079,-0.05740164166430801,MMM,0.9458332347163381
17,2021-01-13,166.28,2098001,-0.22999999999998902,-0.0014,-0.058703651287857005,MMM,0.9445267567631536
18,2021-01-14,166.41,2895434,0.129999999999995,0.0008,-0.057967732804981006,MMM,0.9452652008236492
19,2021-01-15,165.55,3550695,-0.8599999999999851,-0.005200000000000001,-0.062836116614774,MMM,0.9403801093465245
20,2021-01-19,169.12,3903171,3.569999999999993,0.0216,-0.042626662892725,MMM,0.9606589193155193
21,2021-01-20,170.22,2672491,1.099999999999994,0.006500000000000001,-0.036399660345315006,MMM,0.9669072921350974
22,2021-01-21,170.67,2688484,0.449999999999988,0.0026000000000000003,-0.033852250212284,MMM,0.9694634446521976
23,2021-01-22,169.04,2349343,-1.629999999999995,-0.009600000000000001,-0.043079535805264,MMM,0.960204492201368
24,2021-01-25,170.39,3353099,1.349999999999994,0.008,-0.03543730540617,MMM,0.9678729497526686
25,2021-01-26,175.95,5148862,5.560000000000002,0.032600000000000004,-0.003962637984715,MMM,0.9994556341861731
26,2021-01-27,186.65,8096996,10.700000000000017,0.0608,0.056609114067364005,MMM,1.0602352607038887
27,2021-01-28,183.42,4153707,-3.230000000000018,-0.0173,0.038324370223605006,MMM,1.0418877659700363
28,2021-01-29,175.66,4217186,-7.759999999999991,-0.042300000000000004,-0.005604302292669,MMM,0.9978083358973753
29,2021-02-01,174.7,2569687,-0.9600000000000081,-0.0055000000000000005,-0.011038777243136,MMM,0.9923552105275615
30,2021-02-02,175.02,2844438,0.32000000000002105,0.0018000000000000002,-0.00922728559298,MMM,0.9941729189841662
31,2021-02-03,175.48,2874467,0.45999999999997904,0.0026000000000000003,-0.006623266345881,MMM,0.9967858748905352
32,2021-02-04,177.1,1833193,1.620000000000004,0.0092,0.0025474101330310002,MMM,1.0059880239520957
33,2021-02-05,179.01,1822437,1.9099999999999961,0.0108,0.013359750919898002,MMM,1.0168374713024544
34,2021-02-08,180.76,2355218,1.75,0.0098,0.023266345881686003,MMM,1.0267780644245106
35,2021-02-09,180.94,1942829,0.18000000000000602,0.001,0.024285309934899003,MMM,1.0278005254313507
36,2021-02-10,181.08,1929013,0.140000000000014,0.0008,0.025077837531842003,MMM,1.0285957728811155
37,2021-02-11,177.21,2188357,-3.870000000000004,-0.021400000000000002,0.003170110387772,MMM,1.0066128612340537
38,2021-02-12,178.7,1081644,1.48999999999998,0.008400000000000001,0.011604868383809001,MMM,1.0150765662351187
39,2021-02-16,176.63,1834033,-2.069999999999993,-0.011600000000000001,-0.00011321822813400001,MMM,1.0033182646564578
40,2021-02-17,176.65,1578242,0.020000000000010003,0.0001,0.0,MMM,1.0034318714349957
41,2021-02-18,179.37,2088619,2.719999999999999,0.0154,0.015397679026323002,MMM,1.0188823933161346
42,2021-02-19,176.54,2986839,-2.830000000000012,-0.0158,-0.000622700254741,MMM,1.0028070341530377
43,2021-02-22,176.12,2271502,-0.41999999999998705,-0.0024000000000000002,-0.0030002830455700003,MMM,1.0004212918037443
44,2021-02-23,176.17,2352428,0.049999999999982,0.00030000000000000003,-0.002717237475233,MMM,1.0007053087500888
45,2021-02-24,177.63,2742552,1.460000000000008,0.0083,0.0055476931786010006,MMM,1.0089986035833471
46,2021-02-25,178.76,2634298,1.129999999999995,0.0064,0.011944523068213002,MMM,1.015417386570732
47,2021-02-26,175.06,3363387,-3.699999999999988,-0.0207,-0.009000849136711,MMM,0.9944001325412417
48,2021-03-01,176.41,1840081,1.349999999999994,0.0077,-0.0013586187376160002,MMM,1.0020685900925423
49,2021-03-02,177.11,2272478,0.700000000000017,0.004,0.002604019247098,MMM,1.006044827341365
50,2021-03-03,178.06,2267840,0.9499999999999881,0.0054,0.007981885083498001,MMM,1.0114411493219095
51,2021-03-04,177.63,3535732,-0.43000000000000604,-0.0024000000000000002,0.0055476931786010006,MMM,1.0089986035833471
52,2021-03-05,180.8,2262764,3.170000000000016,0.0178,0.023492782337956,MMM,1.0270052779815864
53,2021-03-08,183.77,2574984,2.969999999999999,0.0164,0.040305689215963,MMM,1.0438758845944476
54,2021-03-09,181.18,2842101,-2.590000000000003,-0.014100000000000001,0.025643928672516,MMM,1.0291638067738043
55,2021-03-10,184.51,2370679,3.329999999999984,0.0184,0.044494763656948,MMM,1.0480793354003455
56,2021-03-11,184.57,2377493,0.060000000000002,0.00030000000000000003,0.044834418341352,MMM,1.048420155735959
57,2021-03-12,184.92,2691612,0.34999999999999404,0.0019,0.04681573733371,MMM,1.0504082743603702
58,2021-03-15,189.48,3300362,4.560000000000002,0.0247,0.07262949334842901,MMM,1.0763106198669854
59,2021-03-16,186.85,2264001,-2.629999999999995,-0.013900000000000001,0.057741296348712,MMM,1.0613713284892665
